'aeneid'	?:'Aeneis'
strangulates	?:schnürt ab
strangulating	?:abschnürend
strangulation	?:Unterdrückung
strangulations	?:Strangulierungen
stranguria	?:Strangurie
strangury	?:Harnzwang
stranvaesia	?:Lorbeerglanzmispel
strap	?:Band
strap-end	?:Riemenzunge
strap-on	?:Strapon
strap-shaped	?:riemenförmig
strapdown	?:flugkörperfest
straphanger	?:Öffi-Pendler
straphangers	?:stehende Fahrgäste
strapless	?:schulterfrei
strapped	?:angeschnallt
strapper	?:strammer Bursche
strappers	?:stramme Burschen
strapping	?:kräftig
strappings	?:Streifenverbände
straps	?:Träger
strapwork	?:Bandelwerk
strapwort	?:Hirschsprung
strasbourg	?:Straßburg
strata	?:Schichten
stratagem	?:Trick
strategic	?:strategisch
strategically	?:strategisch
strategies	?:Strategien
strategist	?:Stratege
strategists	?:Strategen
strategy	?:Strategie
strath	?:breites Flusstal
strati	?:Strati
straticulate	?:gebändert
stratification	?:Lagerung
stratifications	?:Schichtungen
stratified	?:Schichten gebildet
stratifies	?:schichtet
stratiform	?:schichtförmig
stratify	?:Schichten bilden
stratifying	?:schichtend
stratigraphic	?:stratigraphisch
stratigraphical	?:stratigraphisch
stratigraphy	?:historische Geologie
stratocumuli	?:Stratokumuli
stratocumulus	?:Stratokumulus
stratoliner	?:Stratosphärenkreuzer
stratoliners	?:Stratosphärenkreuzer
stratosphere	?:Stratosphäre
stratospheric	?:stratosphärisch
stratospherically	?:stratosphärisch
stratovolcano	?:Schichtvulkan
stratovolcanoes	?:Schichtvulkane
stratovolcanos	?:Schichtvulkane
stratum	?:Schicht
stratus	?:Stratus
straw	?:Stroh
straw-coloured	?:strohfarben
strawberries	?:Erdbeeren
strawberry-blond	?:rotblond
strawflower	?:Strohblume
strawflowers	?:Strohblumen
strawlike	?:strohartig
strawmat	?:Strohmatte
straws	?:Strohhalme
strawweight	?:Strohgewicht
strawy	?:strohig
stray	?:fehlen
strayed	?:gefehlt
strayer	?:Streuner
strayers	?:Streuner
strayes	?:irrte ab
straying	?:fehlend
strays	?:irrt ab
streak	?:Serie
streak-like	?:schlierenartig
streaked	?:gestreift
streaker	?:Blitzer
streakers	?:Blitzer
streakily	?:gestreift
streaking	?:Flitzen
streaks	?:Streifen
streaky	?:gestreift
stream	?:Strom
streamed	?:geflossen
streamer	?:Wäscher
streamertail	?:Wimpelschwanz
streamflow	?:Flussbettabfluss
streaming	?:Streaming
streamlet	?:Bächlein
streamlets	?:Bächlein
streamline	?:rationalisieren
streamlined	?:rationalisiert
streamliner	?:Stromlinienzug
streamliners	?:Stromlinienzüge
streamlines	?:Strömungslinien
streamlining	?:Rationalisierung
streams	?:strömt
streamway	?:Bett
strecher	?:Streckvorrichtung
strechers	?:Streckvorrichtungen
streel	?:Schlampe
streels	?:verwahrloste Kerle
street	?:Straße
street-lamp	?:Straßenlaternen
street-smarts	?:Stadterfahrung
streetcar	?:Straßenbahn
streetcars	?:Straßenbahnen
streets	?:Straßen
streetscape	?:Straßenbild
streetwalker	?:Strichmädchen
streetwalkers	?:Strichmädchen
streetwalking	?:Strich
streetwear	?:Alltagskleidung
streetwise	?:clever
strength	?:Kraft
strengthen	?:stärker werden
strengthened	?:verstärkt
strengthener	?:Verstärkung
strengtheners	?:Verstärkungen
strengthening	?:Verschärfung
strengthens	?:verstärkt
strengths	?:Kräfte
strenuous	?:anstrengend
strenuously	?:anstrengend
strenuousness	?:Anstrengung
strep	?:Streptococcus
streps	?:Streptokokken
streptococci	?:Streptokokken
streptococcus	?:Streptococcus
streptomycin	?:Streptomycin
stress	?:Stress
stress-free	?:stressfrei
stressed	?:betont
stresses	?:belastet
stressful	?:stressig
stressfully	?:stressvoll
stressing	?:belastend
stressless	?:spannungsfrei
stressor	?:Stressfaktor
stressors	?:Stressoren
stretch	?:gehen
stretchability	?:Dehnbarkeit
stretchable	?:dehnbar
stretched	?:gegangen
stretcher	?:Trage
stretchered	?:mit der Tragbahre getransportiert
stretchering	?:mit der Tragbahre transportierend
stretchers	?:Tragen
stretches	?:Stücke
stretchiness	?:Dehnbarkeit
stretching	?:spannend
stretchings	?:Streckungen
stretchy	?:dehnbar
stretta	?:Temposteigerung
stretto	?:Engführung
streusel	?:Streusel
streusels	?:Streusel
strewing	?:bedeckend
strewn	?:bedeckt
stria	?:Schramme
striae	?:Riefen
striated	?:gestreift
striation	?:Gletscherschrammen
striations	?:Streifenbildungen
stricken	?:getroffen
strict	?:scharf
striction	?:Reibung der Ruhe
strictly	?:streng
strictness	?:Strenge
stricture	?:Enge
stridden	?:überschritten
stride	?:Schritt
stridence	?:Schärfe
stridency	?:Schärfe
strident	?:scharf
stridently	?:scharf
strides	?:Hose
striding	?:ausschreitend
stridor	?:Stridor
stries	?:Rillung
strife	?:Unfrieden
strike	?:Angriff
strike-bound	?:vom Streik betroffen
strike-leader	?:Streikführer
strikebound	?:bestreikt
strikebreaker	?:Streikbrecher
strikebreakers	?:Streikbrecher
striker	?:Stürmer
strikers	?:Stürmer
strikes	?:Angriffe
strikethrough	?:durchgestrichen
striking	?:bemerkenswert
strikingly	?:auffallend
strimmer	?:Rasentrimmer
strimmers	?:Rasentrimmer
strine	?:das australische Pendant dazu
string	?:Kette
string-puller	?:Strippenzieher
stringband	?:Streichorchester
stringbands	?:Streichorchester
stringency	?:Strenge
stringent	?:streng
stringently	?:streng
stringer	?:Trum
stringers	?:Saitenaufzieher
stringily	?:zäh
stringing	?:Besaitung
strings	?:Sehnen
stringy	?:faserig
strip	?:Band
strip-mining	?:Kohletagebau
strip-search	?:Nacktkontrolle
stripe	?:Streifen
striped	?:Streifen gezogen
stripes	?:Streifen
stripey	?:gestreift
striping	?:Streifen ziehend
stripline	?:Streifenleitung
stripling	?:Bürschchen
striplings	?:Bürschchen
strippable	?:abziehbar
stripped	?:zog ab
stripped-down	?:reduziert
stripper	?:Abstreifgerät
strippers	?:Abstreifgeräte
stripping	?:Montage
strips	?:Leisten
striptease	?:Strip
stripteaser	?:Stripteasetänzer
stripteasers	?:Stripteasetänzer
stripy	?:gestreift
strive	?:kämpfen
strived	?:sich bemüht
striven	?:gekämpft
striver	?:Leistungsmensch
strivers	?:Leistungsmenschen
striving	?:Streben
strobe	?:audio
strobed	?:abgetastet
strobes	?:Ausblendimpulse
strobing	?:abtastend
stroboscope	?:Blitzleuchte
stroboscopes	?:Blitzleuchten
stroboscopic	?:stroboskopisch
stroboscopy	?:Stroboskoptechnik
stroke	?:Zug
stroked	?:gestrichen
strokelet	?:leichter Schlaganfall
strokes	?:Schläge
strokesman	?:Schlagmann
stroking	?:streichelnd
stroll	?:spazieren
strolled	?:spaziert
stroller	?:Spaziergänger
strollers	?:Spaziergänger
strolling	?:bummelnd
stroma	?:Stützgewebe
stromatolite	?:Stromatolith
stromboli	?:Stromboli
stromeyerite	?:Stromeyerit
strong	?:stark
strong-arm	?:Gewalt…
strong-armed	?:unter Druck gesetzt
strong-arming	?:einschüchternd
strong-minded	?:entschlossen
strong-smelling	?:streng riechend
strong-tasting	?:kräftig im Geschmack
strong-willed	?:entschlossen
strongbox	?:Geldkassette
strongboxes	?:Stahlkassetten
stronger	?:stärker
strongest	?:am stärksten
stronghold	?:Festung
strongholds	?:Festungen
strongly	?:stark
strongly-worded	?:scharf formuliert
strongman	?:der starke Mann
strongmen	?:Diktatoren
strongness	?:Stärke
strongpoint	?:befestigte Verteidigungsstellung
strongroom	?:Tresor
strongrooms	?:Tresorräume
strontianite	?:Strontianit
strontium	?:Strontium
strop	?:Streichriemen
strophe	?:Strophe in der altgriechischen Ode
strophic	?:strophisch
stropped	?:zog ab
stropping	?:abziehend
stroppy	?:kratzbürstig
strops	?:zieht ab
struck	?:getroffen
structural	?:Struktur…
structuralism	?:Strukturalismus
structurally	?:strukturell
structuration	?:Strukturation
structure	?:Bau
structured	?:aufgebaut
structuredness	?:Strukturiertheit
structureless	?:ohne Struktur
structures	?:Strukturen
structuring	?:Gliederung
strudel	?:Strudel
struggle	?:Kampf
struggled	?:angekämpft
struggler	?:jemand, der es nicht leicht hat
struggles	?:Kämpfe
struggling	?:kämpfend
strugglingly	?:strampelnd
struma	?:Struma
strumpet	?:Hure
strumpets	?:Huren
strung	?:aufgezogen
strung-out	?:lang gestreckt
strunged	?:aufgezogen
strunging	?:aufreihend
strut	?:Stütze
struts	?:Streben
strutted	?:versteift
strutting	?:Abstützung
struttings	?:Verstrebungen
struvite	?:Struwit
strychnine	?:Strychnin
stub	?:Abriss
stubbed	?:gerodet
stubbie	?:Bierflasche
stubbier	?:kürzer
stubbiest	?:am kürzesten
stubbing	?:rodend
stubble	?:Stoppel
stubbles	?:Stoppeln
stubbly	?:stoppelig
stubborn	?:stur
stubborness	?:Verbohrtheit
stubbornly	?:hartnäckig
stubbornness	?:Sturheit
stubby	?:kurz
stubs	?:Kippen
stucco	?:Stuck
stuccoed	?:stuckiert
stuccoer	?:Stuckateur
stuccoers	?:Stuckarbeiter
stuccoing	?:stuckierend
stuccowork	?:Stuckarbeit
stuck	?:brachte an
stuck-up	?:hochnäsig
stud	?:Brücke
studbook	?:Stammbaum
studbooks	?:Stammbäume
studded	?:besetzt
studding	?:Gewindestange
studdings	?:Gewindestangen
studdle	?:Pfosten
studdles	?:Pfosten
student	?:Schüler
studentised	?:studentisiert
studentising	?:studentisierend
studentization	?:Studentisieren
studentized	?:studentisiert
studentizing	?:studentisierend
students	?:Schüler und Studenten
students'	?:studentisch
studentship	?:Stipendium
studentships	?:Stipendien
studied	?:betont
studiedly	?:betont
studies	?:Studium
studio	?:Studio
studios	?:Studios
studious	?:fleißig
studiously	?:fleißig
studiousness	?:Lerneifer
studly	?:kräftig
studs	?:Brücken
study	?:Lernen
studying	?:taxierend
stuff	?:Zeug
stuffed	?:gefüllt
stuffer	?:Tierpräparator
stuffers	?:Tierpräparatoren
stuffie	?:Stofftier
stuffier	?:stickiger
stuffies	?:Plüschtiere
stuffiest	?:am stickigsten
stuffily	?:stickig
stuffiness	?:Langeweile
stuffing	?:Füllung
stuffings	?:Füllungen
stuffs	?:füllt
stuffy	?:bieder
stultification	?:Verdummung
stultified	?:gelähmt
stultifying	?:lähmend
stumble	?:stocken
stumblebum	?:Trampel
stumblebums	?:Trampel
stumbled	?:gestolpert
stumbles	?:stolpert
stumbling	?:stockend
stump	?:Stumpf
stumped	?:Das Mädchen fand keine Worte.
stumper	?:harte Nuss
stumpier	?:plumper
stumpiest	?:am plumpesten
stumpily	?:plump
stumpiness	?:Plumpheit
stumping	?:ratlos machend
stumps	?:Stümpfe
stumpy	?:plump
stuned	?:fassungslos/sprachlos/bestürzt gemacht
stung	?:gestochen
stuning	?:völlig frappierend
stunk	?:gestinkt
stunned	?:fassungslos
stunner	?:tolle Frau
stunners	?:Schlachtschussapparate
stunning	?:unglaublich
stunningly	?:betäubend
stunt	?:Kunststück
stunted	?:verkümmert
stunting	?:verkrüppelnd
stuntman	?:Stuntman
stuntmen	?:Sensationsdarsteller
stunts	?:Kunststücke
stupa	?:Stupa
stupas	?:Stupas
stupe	?:Umschlag
stupefacient	?:Narkosemittel
stupefaction	?:Lethargie
stupefied	?:verblüfft
stupefies	?:verblüfft
stupefying	?:verblüffend
stupendous	?:erstaunlich
stupendously	?:erstaunlich
stupendousness	?:Großartigkeit
stupid	?:dumm
stupidity	?:Dummheit
stupidly	?:stupid
stupids	?:Dummköpfe
stupor	?:Starre
stuporous	?:benommen
sturdier	?:fester
sturdiest	?:am stabilsten
sturdily	?:kräftig
sturdiness	?:Robustheit
sturdy	?:fest
sturgeon	?:Stör
sturgeons	?:Störe
sturzstrom	?:Sturzstrom
stutter	?:stottern
stuttered	?:gestottert
stutterer	?:Stotterer
stutterers	?:Stotterer
stuttering	?:Stottern
stutteringly	?:stotternd
stuttgart	?:Stuttgart
sty	?:Gerstenkorn
stye	?:Gerstenkorn
stygian	?:stygisch
style	?:Art
style-slave	?:jemand, der sich nur nach neuester Mode kleidet
styled	?:entworfen
styleguide	?:Stilanleitung
styler	?:Modezeichner
stylers	?:Modezeichner
styles	?:entwirft
stylet	?:Führungsstab
styling	?:Formgestaltung
stylisation	?:Stilisierung
stylise	?:stilisieren
stylised	?:stilisiert
stylises	?:stilisiert
stylish	?:schick
stylishly	?:elegant
stylishness	?:Eleganz
stylising	?:stilisierend
stylist	?:Stilist
stylistic	?:stilistisch
stylistically	?:stilistisch
stylistics	?:Stilistik
stylists	?:Stilisten
stylite	?:Säulenheiliger
stylites	?:Säulenheilige
stylization	?:Stilisierung
stylize	?:stilisieren
stylized	?:stilisiert
stylizes	?:stilisiert
stylizing	?:stilisierend
stylograph	?:Füllfederhalter
stylolite	?:Stylolith
stylus	?:Schreibgriffel
stymie	?:Sackgasse
stymied	?:vereitelt
stymieing	?:mattsetzend
stymies	?:vereitelt
stymying	?:mattsetzend
styptic	?:blutstillend
styren	?:Styrol
styrene	?:Festigkeitsschweißung
styria	?:Steiermark
styrian	?:Steirer…
styrofoam	?:Styropor
stère	?:Ster
suabia	?:Schwaben
suability	?:Einklagbarkeit
suable	?:gerichtlich durchsetzbar
suasion	?:Überreden
suasive	?:überzeugend
suasively	?:überredend
suave	?:freundlich
suavely	?:freundlich
suaveness	?:männlicher Charme
suavities	?:Artigkeiten
suavity	?:Höflichkeit
sub	?:Unter…
sub-area	?:Sparte
sub-base	?:untere Tragschicht
sub-cellar	?:zweites Kellergeschoss/Kellergeschoß
sub-chapter	?:Unterkapitel
sub-clause	?:Nebensatz
sub-climbers	?:Winder
sub-commission	?:Unterkommission
sub-committee	?:Unterausschuss
sub-dish	?:Fangreflektor
sub-editor	?:Korrektor
sub-function	?:Teilfunktion
sub-goal	?:Teilziel
sub-kiloton	?:im Subkilotonnenbereich
sub-ledger	?:Nebenbuch
sub-lieutenant	?:Leutnant zur See
sub-par	?:unterdurchschnittlich
sub-paragraph	?:Buchstabe / Ziffer
sub-process	?:Teilprozess
sub-quantities	?:Teilmengen
sub-quantity	?:Teilmenge
sub-rack	?:Baugruppenträger
sub-region	?:Untergebiet
sub-subisidiaries	?:Enkelfirmen
sub-subisidiary	?:Enkelfirma
sub-theme	?:Unterthema
sub-tread	?:Protektorunterteil
sub-unit	?:militärische Gruppe
subaccount	?:Unterkonto
subacute	?:subakut
subadult	?:präadult
subaerial	?:subaerisch
subaltern	?:untergeordnet
subangular	?:kantengerundet
subaquatic	?:subaquatisch
subaqueous	?:Unterwasser …
subarachnoid	?:subarachnoidal
subarctic	?:subarktisch
subarmor	?:Unterschicht
subarmors	?:Unterschichten
subarmour	?:Unterschicht
subarmours	?:Unterschichten
subassemblies	?:Teilmontagen
subassembly	?:Teilmontage
subatomic	?:subatomar
subbase	?:Bodenabschlussleiste
subbasement	?:zweites Kellergeschoss/Kellergeschoß
subbases	?:Bodenabschlussleisten
subbed	?:untertitelt
subbranch	?:Unterabteilung
subcapsular	?:subkapsulär
subcarrier	?:Unterträger
subcarriers	?:Unterträger
subcategories	?:Untergruppen
subcategory	?:Untergruppe
subchallenge	?:jdn. unterfordern
subchallenged	?:jdn. unterfordert
subchallenging	?:jdn. unterfordernd
subchannel	?:Unterkanal
subchannels	?:Unterkanäle
subchapter	?:Unterabschnitt
subchapters	?:Unterabschnitte
subchordal	?:subchordal
subclaim	?:Unteranspruch
subclaims	?:Unteransprüche
subclassified	?:unterteilt
subclassify	?:unterteilen
subclassifying	?:unterteilend
subclavius	?:Unterschlüsselbeinmuskel
subclinical	?:subklinisch
subcommittee	?:Unterausschuss
subcommittees	?:Unterausschüsse
subcompact	?:kleines Auto
subcompacts	?:kleine Autos
subcomponent	?:Teilkomponente
subconcept	?:Oberbegriff
subconcepts	?:untergeordnete Begriffe
subconcrete	?:Unterbeton
subconjunctival	?:subkonjunktival
subconscious	?:unterbewusst
subconsciously	?:unterbewusst
subconsciousness	?:Unterbewusstsein
subcontinent	?:Subkontinent
subcontinents	?:Subkontinente
subcontract	?:Untervertrag
subcontracted	?:weitervergeben
subcontracting	?:verlängerte Werkbank
subcontractor	?:Zulieferer
subcontractors	?:Zulieferer
subcontracts	?:Unterverträge
subconventional	?:subversiv
subcorneal	?:unter der Hornhaut des Auges
subcortical	?:subkortikal
subcover	?:Teilüberdeckung
subcrust	?:Sandschicht
subcrustal	?:subkrustal
subcrusts	?:Sandschichten
subcrustual	?:subkrustual
subcultural	?:subkulturell
subculture	?:Subkultur
subcultures	?:Subkulturen
subcutaneous	?:unter der Haut
subcutaneously	?:subkutan
subdirectories	?:Unterverzeichnisse
subdirectory	?:Teilinhaltsverzeichnis
subdiscipline	?:Teildisziplin
subdivided	?:unterteilt
subdivides	?:unterteilt
subdividing	?:aufgliedernd
subdivision	?:Abteilung
subdivisions	?:Teilbereiche
subdominant	?:Subdominante
subdominants	?:Subdominanten
subducting	?:Abtauchen
subduction	?:Abtauchen
subdue	?:ein Feuer unter Kontrolle bringen
subdued	?:verhalten
subdues	?:kämpft nieder
subduing	?:überwältigend
subdwarf	?:Unterzwerg
subdwarfs	?:Unterzwerge
subedit	?:redaktionell bearbeiten
subedited	?:redigiert
subediting	?:redigierend
subentry	?:Untereintrag
subfactorial	?:Subfakultät
subfamilies	?:Unterfamilien
subfamily	?:Unterfamilie
subfield	?:Teilfeld
subfields	?:Unterfelder
subfile	?:Unterdatei
subfloor	?:Unterboden
subfont	?:Untergruppe einer Schriftart
subframe	?:Fahrschemel
subframes	?:Teilrahmen
subfreezing	?:unter null Grad
subfunction	?:Unterfunktion
subfunctions	?:Unterfunktionen
subfusc	?:dunkel
subgenus	?:Untergattung
subgiants	?:Unterriesen
subglacial	?:subglazial
subgoal	?:Teilziel
subgoals	?:Teilziele
subgrade	?:Untergrund
subgroup	?:Untergruppe
subgrouped	?:untergruppiert
subgroups	?:Untergruppen
subhead	?:Untertitel
subheading	?:Untertitel
subheadings	?:Unterpositionen
subhedral	?:hypidiomorph
subhuman	?:unmenschlich
subindex	?:Sachregister
subinfection	?:milde Infektion
subinguinal	?:unter der Leistengegend
subitem	?:Unterpunkt
subitems	?:Unterpunkte
subitising	?:spontane Mengenerfassung
subitize	?:Mengen ganzheitlich erfassen
subitizing	?:spontane Mengenerfassung
subjacent	?:tieferliegend
subject	?:Thema
subject-matter	?:Gegenstand
subject-specific	?:fachspezifisch
subjected	?:unterworfen
subjecting	?:unterwerfend
subjection	?:Belastung
subjective	?:subjektiv
subjectively	?:subjektiv
subjectiveness	?:Subjektivität
subjectivism	?:Subjektivismus
subjectivities	?:Subjektivitäten
subjectivity	?:Subjektivität
subjects	?:Themen
subjoinder	?:Anhang
subjoinders	?:Zusätze
subjoined	?:angeschlossen
subjoining	?:anschließend
subjugate	?:bezwingen
subjugated	?:unterdrückt
subjugates	?:bezwingt
subjugating	?:bezwingend
subjugation	?:Unterwerfung
subjunctive	?:Konjunktiv
subjunctively	?:konjunktiv
sublated	?:aufgehoben
sublating	?:aufhebend
sublation	?:Aufhebung
sublayer	?:Teilschicht
sublayers	?:Teilschichten
sublease	?:Untermiete
subleased	?:untervermietet
subleasing	?:Untervermietung
subledger	?:Nebenbuch
subledgers	?:Nebenbücher
sublegal	?:halblegal
sublet	?:untervermieten
subletter	?:Untervermieter
subletters	?:Untervermieter
subletting	?:Untervermietung
sublicence	?:Unterlizenz
sublicenced	?:eine Unterlizenz vergeben
sublicencee	?:Unterlizenznehmer
sublicencees	?:Unterlizenznehmer
sublicencer	?:Unterlizenzgeber
sublicencers	?:Unterlizenzgeber
sublicences	?:Unterlizenzen
sublicencing	?:eine Unterlizenz vergebend
sublicencor	?:Unterlizenzgeber
sublicencors	?:Unterlizenzgeber
sublicense	?:Unterlizenz
sublicensed	?:eine Unterlizenz vergeben
sublicenses	?:Unterlizenzen
sublicensing	?:eine Unterlizenz vergebend
sublimable	?:sublimierbar
sublimate	?:Sublimat
sublimated	?:sublimiert
sublimates	?:Sublimate
sublimating	?:sublimierend
sublimation	?:Sublimation
sublimations	?:Sublimierungen
sublime	?:unglaublich
sublimed	?:sublimiert
sublimely	?:erhaben
sublimeness	?:Erhabenheit
sublimes	?:sublimiert
subliminal	?:unterschwellig
subliminally	?:unterbewusst
subliming	?:sublimierend
sublimity	?:Erhabenheit
sublingual	?:unter der Zunge
sublunar	?:Erd…
sublunary	?:Erd…
subluxated	?:subluxiert
subluxation	?:Subluxation
submain	?:Abzweigleitung
submains	?:Abzweigleitungen
submarine	?:U-Boot
submarine-based	?:U-Boot-gestützt
submarine-launched	?:U-Boot-gestützt
submariner	?:U-Boot-Fahrer
submariners	?:U-Boot-Fahrer
submarines	?:U-Boote
submediant	?:Submediante
submenu	?:Untermenü
submerge	?:unter Wasser gehen
submerged	?:unter Wasser stehen
submergence	?:Eintauchen
submergible	?:versenkbar
submerging	?:unter Wasser gehend
submersed	?:unter Wasser gesetzt
submersible	?:Tauchboot
submersibles	?:Tauchbooten
submersing	?:überschwemmend
submersion	?:Eintauchen
submicron	?:Submikron
submicroscopic	?:submikroskopisch
submicrostructure	?:Submikrostruktur
submicrostructures	?:Submikrostrukturen
subminiaturization	?:Subminiaturisierung
submission	?:Vorlage
submissions	?:Eingaben
submissive	?:demütig
submissively	?:gehorsam
submissiveness	?:Unterwürfigkeit
submits	?:legt vor
submittal	?:Vorlage
submitted	?:legte vor
submitter	?:Antragsteller
submitters	?:Antragsteller
submitting	?:einreichend
submodul	?:Untermodul
submoduls	?:Untermodule
submunition	?:Submunition
subnet	?:Subnetz
subnets	?:Subnetze
subnetwork	?:Subnetz
subnetworks	?:Subnetze
subnormal	?:subnormal
subnormally	?:subnormal
suboptimal	?:nicht optimal
suborbital	?:suborbital
suborder	?:Unterordnung
subordinate	?:untergeordnet
subordinated	?:untergeordnet
subordinately	?:unterordnend
subordinateness	?:untergeordnete Wichtigkeit
subordinates	?:ordnet unter
subordinating	?:unterordnend
subordination	?:Abhängigkeit
subordinations	?:Unterordnungen
subordinative	?:unterordnend
suborned	?:verleitet
suborner	?:Anstifter
suborners	?:Anstifter
suborning	?:anstiftend
suboscines	?:Schreivögel
subpar	?:gar nicht gut
subparagraph	?:Unterabsatz
subparagraphs	?:Unterabsätze
